anc,latitude,block,offensegroup,location,sector,yblock,method,ccn,end_date,longitude,offense_text,neighborhood_cluster,shift,psa,census_tract,ward,bid,octo_record_id,district,xblock,year,report_dat,ucr_rank,offensekey,start_date,voting_precinct,offense,block_group,report_dateonly,report_time,report_hour,report_dayname,report_month,report_weeknum,is_weekend,start_hour,incident_duration_minutes,main_offense,sub_offense,offense_category,method_flag,case_openclose
5D,38.9010764062,1100 - 1199 block of holbrook street ne,property,"38.9010764062,-76.9848682115",5D3,137024.9,others,25011673,2025-01-25 09:59:00,-76.9848682115,theft f/auto,cluster 23,day,506.0,8802.0,5.0,,,5.0,401312.57,2025,2025-01-25 10:35:22,7,property|theft f/auto,2025-01-25 09:44:00,precinct 77,theft f/auto,008802 2,2025-01-25,10:35:22,10,Saturday,January,4,True,9,15.0,property,theft f/auto,theft,Others,Closed
4C,38.9373434803,3700 - 3799 block of 14th street nw,property,"38.9373434803,-77.0327301113",4D3,141051.25,others,25027816,2025-02-26 01:02:00,-77.0327301113,theft/other,cluster 18,midnight,404.0,2504.0,4.0,,,4.0,397162.35,2025,2025-02-26 01:05:47,6,property|theft/other,2025-02-26 00:27:00,precinct 49,theft/other,002504 1,2025-02-26,01:05:47,1,Wednesday,February,9,False,0,35.0,property,theft/other,theft,Others,Closed
5A,38.9319671312,400 - 599 block of michigan avenue ne,property,"38.9319671312,-76.9991240412",4D2,140453.92,others,25420495,2025-01-30 18:05:00,-76.9991240412,theft f/auto,cluster 20,evening,405.0,9511.0,5.0,,,4.0,400075.95,2025,2025-02-04 18:31:04,7,property|theft f/auto,2025-01-30 13:30:00,precinct 68,theft f/auto,009511 1,2025-02-04,18:31:04,18,Tuesday,February,6,False,13,275.0,property,theft f/auto,theft,Others,Closed
4B,38.9639913862,6001 - 6137 block of sligo mill road ne,property,"38.9639913862,-77.0064100072",4D2,144008.92,others,25011045,2025-01-24 19:30:00,-77.0064100072,motor vehicle theft,cluster 19,day,406.0,9505.0,4.0,,,4.0,399444.47,2025,2025-01-24 07:09:23,8,property|motor vehicle theft,2025-01-23 19:00:00,precinct 64,motor vehicle theft,009505 2,2025-01-24,07:09:23,7,Friday,January,4,False,19,1470.0,property,motor vehicle theft,theft,Others,Closed
2E,38.9076225282,3100 - 3199 block of dumbarton street nw,property,"38.9076225282,-77.0623399508",2D2,137753.31,others,25011291,2025-01-24 15:30:00,-77.0623399508,theft/other,cluster 4,evening,206.0,102.0,2.0,georgetown,,2.0,394592.97,2025,2025-01-24 20:55:46,6,property|theft/other,2025-01-24 15:15:00,precinct 5,theft/other,000102 3,2025-01-24,20:55:46,20,Friday,January,4,False,15,15.0,property,theft/other,theft,Others,Closed
8E,38.8220445651,100 - 499 block of southern avenue se,violent,"38.8220445651,-77.0002806448",7D3,128251.6811084482,gun,25013516,2025-01-28 20:00:00,-77.0002806448,robbery,cluster 39,evening,708.0,9811.0,8.0,,,7.0,399975.6291819303,2025,2025-01-28 20:57:39,4,violent|robbery,2025-01-28 19:12:00,precinct 125,robbery,009811 1,2025-01-28,20:57:39,20,Tuesday,January,5,False,19,48.0,violent,robbery,robbery,Weapon,Closed
5D,38.9120477704,1800 - 1899 block of kendall street ne,violent,"38.9120477704,-76.9863912061",5D3,138242.79,knife,25018918,2025-02-08 12:00:00,-76.9863912061,robbery,cluster 23,day,506.0,8803.0,5.0,,,5.0,401180.28,2025,2025-02-08 13:56:20,4,violent|robbery,2025-02-08 10:00:00,precinct 76,robbery,008803 1,2025-02-08,13:56:20,13,Saturday,February,6,True,10,120.0,violent,robbery,robbery,Weapon,Closed
1E,38.9232611572,2400 - 2599 block of georgia avenue nw,violent,"38.9232611572,-77.022392747",3D1,139487.72,gun,25007930,2025-01-17 16:00:00,-77.022392747,robbery,cluster 2,evening,304.0,3500.0,1.0,,,3.0,398058.2,2025,2025-01-17 16:08:37,4,violent|robbery,2025-01-17 15:13:00,precinct 37,robbery,003500 3,2025-01-17,16:08:37,16,Friday,January,3,False,15,47.0,violent,robbery,robbery,Weapon,Closed
2G,38.9103842884,1500 - 1599 block of 7th street nw,property,"38.9103842884,-77.0219169019",3D3,138058.27,others,25013984,2025-01-29 17:49:00,-77.0219169019,theft/other,cluster 7,evening,307.0,4901.0,2.0,,,3.0,398099.12,2025,2025-01-29 18:32:34,6,property|theft/other,2025-01-29 17:36:00,precinct 18,theft/other,004901 2,2025-01-29,18:32:34,18,Wednesday,January,5,False,17,13.0,property,theft/other,theft,Others,Closed
3A,38.9358388469,4200 - 4349 block of massachusetts avenue nw,property,"38.9358388469,-77.0830611003",2D2,140886.99,others,25016004,2025-02-02 17:05:00,-77.0830611003,theft f/auto,cluster 14,evening,204.0,1002.0,3.0,,,2.0,392798.58,2025,2025-02-02 17:05:38,7,property|theft f/auto,2025-01-31 12:40:00,precinct 10,theft f/auto,001002 1,2025-02-02,17:05:38,17,Sunday,February,5,True,12,3145.0,property,theft f/auto,theft,Others,Closed
5B,38.9265053701,900 - 999 block of girard street ne,property,"38.9265053701,-76.9930592935",5D2,139847.64,others,25018185,2025-02-09 01:00:00,-76.9930592935,motor vehicle theft,cluster 22,evening,504.0,9302.0,5.0,,,5.0,400601.84,2025,2025-02-06 22:47:38,8,property|motor vehicle theft,2025-02-06 22:10:00,precinct 73,motor vehicle theft,009302 1,2025-02-06,22:47:38,22,Thursday,February,6,False,22,3050.0,property,motor vehicle theft,theft,Others,Closed
2B,38.9085692365,2016 - 2099 block of o street nw,property,"38.9085692365,-77.0461969451",2D3,137857.57,others,25002820,2024-12-27 09:00:00,-77.0461969451,theft f/auto,cluster 6,evening,208.0,5502.0,2.0,,,2.0,395993.18,2025,2025-01-06 21:08:21,7,property|theft f/auto,2024-12-27 00:30:00,precinct 14,theft f/auto,005502 3,2025-01-06,21:08:21,21,Monday,January,2,False,0,510.0,property,theft f/auto,theft,Others,Closed
2C,38.8988546185,700 - 723 block of 14th street nw,property,"38.8988546185,-77.0319509116",2D3,136778.64,others,25005721,2025-01-13 11:24:00,-77.0319509116,theft/other,cluster 8,day,209.0,5802.0,2.0,downtown,,2.0,397228.41,2025,2025-01-13 12:03:22,6,property|theft/other,2025-01-13 11:22:00,precinct 129,theft/other,005802 2,2025-01-13,12:03:22,12,Monday,January,3,False,11,2.0,property,theft/other,theft,Others,Closed
6C,38.9025148158,200 - 299 block of k street ne,property,"38.9025148158,-77.0028031789",5D1,137184.47,others,25006748,2025-01-15 10:05:00,-77.0028031789,burglary,cluster 25,day,501.0,10602.0,6.0,noma,,5.0,399756.85,2025,2025-01-15 13:08:48,5,property|burglary,2025-01-15 06:59:00,precinct 144,burglary,010602 4,2025-01-15,13:08:48,13,Wednesday,January,3,False,6,186.0,property,burglary,burglary,Others,Closed
1D,38.9296895378,1700 - 1799 block of kenyon street nw,property,"38.9296895378,-77.0400803808",3D1,140201.85,others,25420228,2024-12-30 15:20:00,-77.0400803808,theft/other,cluster 2,day,302.0,2702.0,1.0,,,3.0,396524.72,2025,2025-01-16 12:01:05,6,property|theft/other,2024-12-30 15:15:00,precinct 39,theft/other,002702 3,2025-01-16,12:01:05,12,Thursday,January,3,False,15,5.0,property,theft/other,theft,Others,Closed
6E,38.9042098931,1100 - 1150 block of 1st street ne,violent,"38.9042098931,-77.0058857204",5D1,137372.65,others,25012434,2025-01-26 21:01:00,-77.0058857204,robbery,cluster 25,evening,501.0,10603.0,6.0,noma,,5.0,399489.48,2025,2025-01-26 21:03:43,4,violent|robbery,2025-01-26 20:10:00,precinct 144,robbery,010603 3,2025-01-26,21:03:43,21,Sunday,January,4,True,20,51.0,violent,robbery,robbery,Others,Closed
5D,38.9142137824,1300 - 1399 block of okie street ne,property,"38.9142137824,-76.9860296578",5D3,138483.24,others,25018717,2025-02-07 15:00:00,-76.9860296578,theft f/auto,cluster 23,evening,506.0,8803.0,5.0,,,5.0,401211.6,2025,2025-02-07 22:20:51,7,property|theft f/auto,2025-02-07 14:00:00,precinct 76,theft f/auto,008803 1,2025-02-07,22:20:51,22,Friday,February,6,False,14,60.0,property,theft f/auto,theft,Others,Closed
2C,38.8978328702,600 - 699 block of 11th street nw,property,"38.8978328702,-77.0270341747",2D3,136665.08,others,25018506,2025-02-07 14:30:00,-77.0270341747,theft/other,cluster 8,evening,209.0,5802.0,2.0,downtown,,2.0,397654.88,2025,2025-02-07 15:17:09,6,property|theft/other,2025-02-07 14:19:00,precinct 129,theft/other,005802 1,2025-02-07,15:17:09,15,Friday,February,6,False,14,11.0,property,theft/other,theft,Others,Closed
5F,38.9209329952,500 - 799 block of rhode island avenue ne,property,"38.9209329952,-76.9971570051",5D1,139229.04,others,25021040,2025-02-12 17:00:00,-76.9971570051,theft f/auto,cluster 21,evening,502.0,9204.0,5.0,,,5.0,400246.54,2025,2025-02-12 18:14:08,7,property|theft f/auto,2025-02-12 16:00:00,precinct 74,theft f/auto,009204 2,2025-02-12,18:14:08,18,Wednesday,February,7,False,16,60.0,property,theft f/auto,theft,Others,Closed
3E,38.955955576,4300 - 4399 block of garrison street nw,property,"38.955955576,-77.0847389839",2D1,143120.26,others,25021412,2025-02-13 13:27:00,-77.0847389839,theft f/auto,cluster 11,evening,202.0,1004.0,3.0,,,2.0,392655.18,2025,2025-02-13 16:23:49,7,property|theft f/auto,2025-02-13 13:03:00,precinct 31,theft f/auto,001004 1,2025-02-13,16:23:49,16,Thursday,February,7,False,13,24.0,property,theft f/auto,theft,Others,Closed
2C,38.9045261865,1100 - 1199 block of vermont avenue nw,property,"38.9045261865,-77.0326140595",2D3,137408.25,others,25021463,2025-02-13 14:20:00,-77.0326140595,theft/other,cluster 8,evening,207.0,10100.0,2.0,downtown,,2.0,397171.11,2025,2025-02-13 16:55:42,6,property|theft/other,2025-02-13 14:10:00,precinct 17,theft/other,010100 3,2025-02-13,16:55:42,16,Thursday,February,7,False,14,10.0,property,theft/other,theft,Others,Closed
2C,38.9056471946,11th street nw and m street nw,property,"38.9056471946,-77.0270372515",2D3,137532.53295706,others,25000261,2025-01-01 11:09:00,-77.0270372515,theft/other,cluster 8,day,209.0,5802.0,2.0,downtown,,2.0,397654.87001178,2025,2025-01-01 12:15:30,6,property|theft/other,2025-01-01 11:00:00,precinct 129,theft/other,005802 1,2025-01-01,12:15:30,12,Wednesday,January,1,False,11,9.0,property,theft/other,theft,Others,Closed
8A,38.8691593758,1700 - 1712 block of 17th street se,property,"38.8691593758,-76.9807720244",6D2,133481.93,others,25021449,2025-02-13 14:27:00,-76.9807720244,burglary,cluster 34,evening,607.0,7601.0,8.0,,,6.0,401668.63,2025,2025-02-13 15:23:05,5,property|burglary,2025-02-13 13:57:00,precinct 140,burglary,007601 4,2025-02-13,15:23:05,15,Thursday,February,7,False,13,30.0,property,burglary,burglary,Others,Closed
2G,38.9091079868,1400 - 1499 block of 7th street nw,property,"38.9091079868,-77.0219144344",3D3,137916.59,others,25021677,2025-02-13 21:48:00,-77.0219144344,theft/other,cluster 7,evening,307.0,4901.0,2.0,,,3.0,398099.3,2025,2025-02-13 22:34:54,6,property|theft/other,2025-02-13 20:41:00,precinct 18,theft/other,004901 2,2025-02-13,22:34:54,22,Thursday,February,7,False,20,67.0,property,theft/other,theft,Others,Closed
3/4G,38.9686159209,5700 - 5799 block of 26th street nw,property,"38.9686159209,-77.0551305884",2D1,144523.71,others,25023419,2025-02-17 13:57:00,-77.0551305884,theft f/auto,cluster 10,day,201.0,1500.0,4.0,,,2.0,395222.36,2025,2025-02-17 13:57:38,7,property|theft f/auto,2025-02-17 13:27:00,precinct 52,theft f/auto,001500 1,2025-02-17,13:57:38,13,Monday,February,8,False,13,30.0,property,theft f/auto,theft,Others,Closed
8A,38.8642825592,1327 - 1399 block of w street se,property,"38.8642825592,-76.9863683968",7D1,132940.48,others,25027589,2025-02-25 16:03:00,-76.9863683968,theft/other,cluster 28,evening,701.0,7503.0,8.0,,,7.0,401183.05,2025,2025-02-25 16:23:38,6,property|theft/other,2025-02-25 15:38:00,precinct 114,theft/other,007503 2,2025-02-25,16:23:38,16,Tuesday,February,9,False,15,25.0,property,theft/other,theft,Others,Closed
5F,38.9209329952,500 - 799 block of rhode island avenue ne,property,"38.9209329952,-76.9971570051",5D1,139229.04,others,25024073,2025-02-18 17:00:00,-76.9971570051,motor vehicle theft,cluster 21,evening,502.0,9204.0,5.0,,,5.0,400246.54,2025,2025-02-18 20:09:00,8,property|motor vehicle theft,2025-02-18 14:00:00,precinct 74,motor vehicle theft,009204 2,2025-02-18,20:09:00,20,Tuesday,February,8,False,14,180.0,property,motor vehicle theft,theft,Others,Closed
2D,38.9164236622,2100 - 2199 block of california street nw,property,"38.9164236622,-77.0478518668",2D3,138729.55,others,25027628,2025-02-23 10:00:00,-77.0478518668,theft/other,cluster 1,evening,208.0,4100.0,2.0,,,2.0,395850.1,2025,2025-02-25 17:22:51,6,property|theft/other,2024-12-02 10:00:00,precinct 13,theft/other,004100 1,2025-02-25,17:22:51,17,Tuesday,February,9,False,10,119520.0,property,theft/other,theft,Others,Closed
1B,38.9175580346,2000 - 2099 block of 16th street nw,property,"38.9175580346,-77.0365009032",3D3,138855.02,others,25420232,2025-01-05 14:10:00,-77.0365009032,theft/other,cluster 6,evening,301.0,4300.0,1.0,,,3.0,396834.55,2025,2025-01-16 18:01:30,6,property|theft/other,2025-01-05 13:30:00,precinct 22,theft/other,004300 3,2025-01-16,18:01:30,18,Thursday,January,3,False,13,40.0,property,theft/other,theft,Others,Closed
5D,38.915145306,1240 - 1399 block of new york avenue ne,property,"38.915145306,-76.9865571175",5D3,138586.64,others,25420045,2024-11-06 23:59:00,-76.9865571175,theft/other,cluster 23,day,506.0,8803.0,5.0,,,5.0,401165.84,2025,2025-01-04 13:02:20,6,property|theft/other,2024-11-04 00:00:00,precinct 76,theft/other,008803 1,2025-01-04,13:02:20,13,Saturday,January,1,True,0,4319.0,property,theft/other,theft,Others,Closed
4E,38.9529074112,piney branch road nw and hamilton street nw,violent,"38.9529074112,-77.0347448829",4D1,142779.05001793,others,25010443,2025-01-22 19:02:00,-77.0347448829,robbery,cluster 18,evening,403.0,2002.0,4.0,,,4.0,396988.33001116,2025,2025-01-22 21:08:04,4,violent|robbery,2025-01-22 19:00:00,precinct 54,robbery,002002 1,2025-01-22,21:08:04,21,Wednesday,January,4,False,19,2.0,violent,robbery,robbery,Others,Closed
4A,38.9651249042,6100 - 6199 block of 16th street nw,property,"38.9651249042,-77.0363844924",4D1,144135.36,others,24199388,2024-12-26 09:42:00,-77.0363844924,theft f/auto,cluster 17,day,402.0,1803.0,4.0,,,4.0,396846.75,2025,2025-01-26 08:18:21,7,property|theft f/auto,2024-12-26 08:48:00,precinct 60,theft f/auto,001803 2,2025-01-26,08:18:21,8,Sunday,January,4,True,8,54.0,property,theft f/auto,theft,Others,Closed
7C,38.8948083015,333 - 499 block of 53rd street ne,property,"38.8948083015,-76.9247798576",6D1,136331.67,others,25000465,2025-01-01 21:10:00,-76.9247798576,motor vehicle theft,cluster 31,evening,608.0,7808.0,7.0,,,6.0,406525.36,2025,2025-01-01 21:25:58,8,property|motor vehicle theft,2025-01-01 20:36:00,precinct 96,motor vehicle theft,007808 1,2025-01-01,21:25:58,21,Wednesday,January,1,False,20,34.0,property,motor vehicle theft,theft,Others,Closed
1C,38.9154096776,1811 - 1899 block of connecticut avenue nw,property,"38.9154096776,-77.046302846",3D3,138616.92,others,25003294,2025-01-08 08:45:00,-77.046302846,theft/other,cluster 1,day,303.0,4002.0,1.0,dupont circle,,3.0,395984.38,2025,2025-01-08 09:53:11,6,property|theft/other,2025-01-08 08:35:00,precinct 25,theft/other,004002 3,2025-01-08,09:53:11,9,Wednesday,January,2,False,8,10.0,property,theft/other,theft,Others,Closed
5D,38.9094049494,1300 - 1399 block of 5th street ne,property,"38.9094049494,-76.9975459006",5D1,137949.33,others,25003983,2025-01-09 16:00:00,-76.9975459006,theft f/auto,cluster 23,evening,501.0,8803.0,5.0,,,5.0,400212.85,2025,2025-01-09 17:37:51,7,property|theft f/auto,2025-01-09 15:00:00,precinct 76,theft f/auto,008803 2,2025-01-09,17:37:51,17,Thursday,January,2,False,15,60.0,property,theft f/auto,theft,Others,Closed
5A,38.9382869699,3900 - 4099 block of harewood road ne,property,"38.9382869699,-77.0025387178",4D2,141155.48,others,25004988,2025-01-11 19:27:00,-77.0025387178,theft f/auto,cluster 20,evening,405.0,9511.0,5.0,,,4.0,399779.9,2025,2025-01-11 19:27:31,7,property|theft f/auto,2025-01-10 12:30:00,precinct 68,theft f/auto,009511 1,2025-01-11,19:27:31,19,Saturday,January,2,True,12,1857.0,property,theft f/auto,theft,Others,Closed
2C,38.8973486375,1100 - 1199 block of f street nw,property,"38.8973486375,-77.0275620781",2D3,136611.34,others,25007215,2025-01-16 07:29:00,-77.0275620781,theft/other,cluster 8,day,209.0,5802.0,2.0,downtown,,2.0,397609.07,2025,2025-01-16 07:37:43,6,property|theft/other,2025-01-16 07:06:00,precinct 129,theft/other,005802 1,2025-01-16,07:37:43,7,Thursday,January,3,False,7,23.0,property,theft/other,theft,Others,Closed
1D,38.9329582024,1600 - 1658 block of monroe street nw,property,"38.9329582024,-77.0373605376",3D1,140564.6,others,25420180,2025-01-11 14:37:00,-77.0373605376,theft/other,cluster 2,evening,302.0,2703.0,1.0,,,3.0,396760.7,2025,2025-01-14 17:30:46,6,property|theft/other,2025-01-11 14:35:00,precinct 40,theft/other,002703 2,2025-01-14,17:30:46,17,Tuesday,January,3,False,14,2.0,property,theft/other,theft,Others,Closed
3F,38.9473144061,4400 - 4499 block of connecticut avenue nw,property,"38.9473144061,-77.0653443342",2D1,142159.63,others,25025875,2025-02-22 09:00:00,-77.0653443342,theft f/auto,cluster 12,day,203.0,1200.0,3.0,,,2.0,394335.54,2025,2025-02-22 09:31:25,7,property|theft f/auto,2025-02-22 08:24:00,precinct 33,theft f/auto,001200 3,2025-02-22,09:31:25,9,Saturday,February,8,True,8,36.0,property,theft f/auto,theft,Others,Closed
6C,38.9056459446,201 - 299 block of m street ne,property,"38.9056459446,-77.0025500075",5D1,137532.05,others,25026026,2025-02-22 14:53:00,-77.0025500075,theft/other,cluster 25,evening,501.0,10602.0,6.0,noma,,5.0,399778.82,2025,2025-02-22 15:57:17,6,property|theft/other,2025-02-22 14:40:00,precinct 144,theft/other,010602 4,2025-02-22,15:57:17,15,Saturday,February,8,True,14,13.0,property,theft/other,theft,Others,Closed
6D,38.8765736254,600 - 639 block of wharf street sw,property,"38.8765736254,-77.0214415074",1D1,134305.01,others,25026153,2025-02-18 08:06:00,-77.0214415074,theft/other,cluster 9,evening,103.0,10202.0,6.0,southwest,,1.0,398139.47,2025,2025-02-22 19:21:33,6,property|theft/other,2025-02-18 08:05:00,precinct 142,theft/other,010202 5,2025-02-22,19:21:33,19,Saturday,February,8,True,8,1.0,property,theft/other,theft,Others,Closed
8A,38.8643949084,1907 - 2329 block of marion barry avenue se,property,"38.8643949084,-76.9758712003",6D2,132953.14,others,25026802,2025-02-24 09:03:00,-76.9758712003,motor vehicle theft,cluster 34,day,607.0,7605.0,8.0,,,6.0,402094.07,2025,2025-02-24 11:01:00,8,property|motor vehicle theft,2025-02-24 07:16:00,precinct 112,motor vehicle theft,007605 3,2025-02-24,11:01:00,11,Monday,February,9,False,7,107.0,property,motor vehicle theft,theft,Others,Closed
4A,38.9730690371,6800 - 6899 block of cameron drive nw,property,"38.9730690371,-77.0288269542",4D1,145017.0,others,25420154,2025-01-07 23:13:00,-77.0288269542,theft/other,cluster 40,evening,401.0,10300.0,4.0,,,4.0,397502.0,2025,2025-01-13 16:31:18,6,property|theft/other,2025-01-04 18:18:00,precinct 62,theft/other,010300 1,2025-01-13,16:31:18,16,Monday,January,3,False,18,4615.0,property,theft/other,theft,Others,Closed
6C,38.9019184953,900 - 999 block of 5th street ne,property,"38.9019184953,-76.9995080788",5D1,137118.27,others,25420665,2025-01-30 13:00:00,-76.9995080788,theft/other,cluster 25,day,501.0,10602.0,6.0,,,5.0,400042.67,2025,2025-02-13 10:31:56,6,property|theft/other,2025-01-30 12:00:00,precinct 83,theft/other,010602 3,2025-02-13,10:31:56,10,Thursday,February,7,False,12,60.0,property,theft/other,theft,Others,Closed
2F,38.9144622117,1800 - 1823 block of 14th street nw,property,"38.9144622117,-77.0319532915",3D3,138511.21,others,25000347,2025-01-01 16:33:00,-77.0319532915,theft/other,cluster 3,evening,301.0,4300.0,2.0,,,3.0,397228.81,2025,2025-01-01 18:52:08,6,property|theft/other,2025-01-01 16:10:00,precinct 141,theft/other,004300 4,2025-01-01,18:52:08,18,Wednesday,January,1,False,16,23.0,property,theft/other,theft,Others,Closed
2C,38.9031320626,1000 - 1099 block of 16th street nw,property,"38.9031320626,-77.0365410195",2D3,137253.62,others,25004270,2025-01-10 10:40:00,-77.0365410195,theft/other,cluster 6,day,207.0,10100.0,2.0,downtown,,2.0,396830.43,2025,2025-01-10 11:56:07,6,property|theft/other,2025-01-10 10:30:00,precinct 17,theft/other,010100 1,2025-01-10,11:56:07,11,Friday,January,2,False,10,10.0,property,theft/other,theft,Others,Closed
5B,38.9340213208,3600 - 3699 block of 12th street ne,property,"38.9340213208,-76.9911175566",5D2,140681.99,others,25013114,2025-01-28 08:30:00,-76.9911175566,theft/other,cluster 22,day,504.0,9301.0,5.0,,,5.0,400770.13,2025,2025-01-28 08:29:26,6,property|theft/other,2025-01-28 08:07:00,precinct 68,theft/other,009301 2,2025-01-28,08:29:26,8,Tuesday,January,5,False,8,23.0,property,theft/other,theft,Others,Closed
6D,38.8642854218,2100 - 2299 block of 1st street sw,property,"38.8642854218,-77.0121833503",1D3,132940.78,others,25017884,2025-02-06 09:45:00,-77.0121833503,motor vehicle theft,cluster 9,day,105.0,6400.0,6.0,capitol riverfront,,1.0,398942.64,2025,2025-02-06 11:36:15,8,property|motor vehicle theft,2025-02-05 23:00:00,precinct 127,motor vehicle theft,006400 2,2025-02-06,11:36:15,11,Thursday,February,6,False,23,645.0,property,motor vehicle theft,theft,Others,Closed
6D,38.8769908456,1100 - 1199 block of half street sw,property,"38.8769908456,-77.0106496527",1D3,134351.16,others,25018019,2025-02-06 15:45:00,-77.0106496527,theft f/auto,cluster 9,evening,105.0,10500.0,6.0,southwest,,1.0,399075.91,2025,2025-02-06 16:18:13,7,property|theft f/auto,2025-02-06 15:25:00,precinct 128,theft f/auto,010500 5,2025-02-06,16:18:13,16,Thursday,February,6,False,15,20.0,property,theft f/auto,theft,Others,Closed
2F,38.9096515756,1400 - 1499 block of p street nw,property,"38.9096515756,-77.0332543444",2D3,137977.23,others,25019771,2025-02-10 07:40:00,-77.0332543444,theft/other,cluster 7,day,208.0,5203.0,2.0,,,2.0,397115.78,2025,2025-02-10 07:51:24,6,property|theft/other,2025-02-10 07:30:00,precinct 16,theft/other,005203 2,2025-02-10,07:51:24,7,Monday,February,7,False,7,10.0,property,theft/other,theft,Others,Closed
7C,38.9085331054,4900 - 4999 block of quarles street ne,violent,"38.9085331054,-76.9305784597",6D1,137854.83474936,others,25021170,,-76.9305784597,sex abuse,cluster 31,midnight,602.0,7806.0,7.0,,,6.0,406021.1717795406,2025,2025-02-13 02:28:00,2,violent|sex abuse,2025-02-12 22:30:00,precinct 93,sex abuse,007806 1,2025-02-13,02:28:00,2,Thursday,February,7,False,22,,violent,sex abuse,sex offense,Others,Open
5E,38.9283196315,3000 - 3179 block of hawthorne drive ne,property,"38.9283196315,-77.0071545854",4D2,140049.04,others,25021240,2025-02-13 09:10:00,-77.0071545854,motor vehicle theft,cluster 21,day,405.0,2302.0,5.0,,,4.0,399379.63,2025,2025-02-13 11:48:52,8,property|motor vehicle theft,2025-02-13 08:16:00,precinct 44,motor vehicle theft,002302 2,2025-02-13,11:48:52,11,Thursday,February,7,False,8,54.0,property,motor vehicle theft,theft,Others,Closed
3F,38.9453849944,4200 - 4299 block of lenore lane nw,property,"38.9453849944,-77.0548665699",2D1,141944.85,others,25023921,2025-02-17 15:00:00,-77.0548665699,theft f/auto,cluster 12,day,203.0,1303.0,3.0,,,2.0,395243.69,2025,2025-02-18 13:47:25,7,property|theft f/auto,2025-02-17 08:00:00,precinct 34,theft f/auto,001303 3,2025-02-18,13:47:25,13,Tuesday,February,8,False,8,420.0,property,theft f/auto,theft,Others,Closed
1A,38.928171804,3000 - 3099 block of 14th street nw,property,"38.928171804,-77.0325902763",3D1,140033.11,others,25024812,2025-02-20 09:49:00,-77.0325902763,theft/other,cluster 2,day,302.0,2802.0,1.0,,,3.0,397174.11,2025,2025-02-20 09:48:54,6,property|theft/other,2025-02-20 08:50:00,precinct 36,theft/other,002802 3,2025-02-20,09:48:54,9,Thursday,February,8,False,8,59.0,property,theft/other,theft,Others,Closed
1E,38.9274234236,2900 - 2918 block of georgia avenue nw,property,"38.9274234236,-77.0229925974",3D1,139949.78,others,25008741,2025-01-19 07:00:00,-77.0229925974,theft/other,cluster 2,day,304.0,3100.0,1.0,,,3.0,398006.3,2025,2025-01-19 08:15:42,6,property|theft/other,2025-01-19 06:50:00,precinct 37,theft/other,003100 1,2025-01-19,08:15:42,8,Sunday,January,3,True,6,10.0,property,theft/other,theft,Others,Closed
6C,38.9002048367,400 - 499 block of h street ne,property,"38.9002048367,-77.0000388501",1D2,136928.04,others,25011457,2025-01-24 18:45:00,-77.0000388501,motor vehicle theft,cluster 25,evening,104.0,10602.0,6.0,,,1.0,399996.63,2025,2025-01-24 21:02:25,8,property|motor vehicle theft,2025-01-24 18:30:00,precinct 83,motor vehicle theft,010602 3,2025-01-24,21:02:25,21,Friday,January,4,False,18,15.0,property,motor vehicle theft,theft,Others,Closed
5C,38.9222166046,900 - 999 block of rhode island avenue ne,violent,"38.9222166046,-76.9931402028",5D2,139371.55,gun,25014533,,-76.9931402028,robbery,cluster 22,evening,505.0,9102.0,5.0,,,5.0,400594.86,2025,2025-01-30 18:25:27,4,violent|robbery,2025-01-30 17:30:00,precinct 72,robbery,009102 4,2025-01-30,18:25:27,18,Thursday,January,5,False,17,,violent,robbery,robbery,Weapon,Open
5C,38.9212875273,1815 - 1999 block of bryant street ne,property,"38.9212875273,-76.9771594074",5D2,139268.64,others,25019361,2025-02-09 11:05:00,-76.9771594074,theft/other,cluster 22,day,505.0,11100.0,5.0,,,5.0,401980.69,2025,2025-02-09 11:07:32,6,property|theft/other,2025-02-05 18:45:00,precinct 72,theft/other,011100 3,2025-02-09,11:07:32,11,Sunday,February,6,True,18,5300.0,property,theft/other,theft,Others,Closed
4A,38.9885107329,8100 - 8132 block of eastern avenue nw,property,"38.9885107329,-77.0316679285",4D1,146731.26,others,25021784,2025-02-14 07:30:00,-77.0316679285,motor vehicle theft,cluster 16,day,401.0,1600.0,4.0,,,4.0,397256.41,2025,2025-02-14 07:41:43,8,property|motor vehicle theft,2025-02-14 07:12:00,precinct 62,motor vehicle theft,001600 1,2025-02-14,07:41:43,7,Friday,February,7,False,7,18.0,property,motor vehicle theft,theft,Others,Closed
5A,38.9467491461,4700 - 4799 block of 13th place ne,property,"38.9467491461,-76.9881873891",4D2,142094.92,others,25024078,2025-02-18 13:42:00,-76.9881873891,theft/other,cluster 20,evening,405.0,9503.0,5.0,,,4.0,401024.0,2025,2025-02-18 17:40:17,6,property|theft/other,2025-02-18 12:58:00,precinct 67,theft/other,009503 1,2025-02-18,17:40:17,17,Tuesday,February,8,False,12,44.0,property,theft/other,theft,Others,Closed
